movieId,title,popularity,datasetpopularity
6820,Ginger Snaps (2000),51536,6.0
6821,More American Graffiti (1979),5013,1.0
6827,It's Pat (1994),10440,3.0
6832,Regarding Henry (1991),34091,5.0
6835,Alien Contamination (1980),5214,1.0
6836,"Amazing Transparent Man, The (1960)",2693,1.0
6837,Love Affair (1939),6238,1.0
6849,Scrooge (1970),12516,0.0
6850,Leap of Faith (1992),14024,3.0
6851,"Gas, Food, Lodging (1992)",4363,2.0
6852,In Cold Blood (1967),28635,4.0
6853,Campus Man (1987),597,1.0
6856,Yankee Doodle Dandy (1942),16697,2.0
6857,Ninja Scroll (Jûbei ninpûchô) (1995),40080,13.0
6858,Knife in the Water (Nóz w wodzie) (1962),23308,2.0
6860,Mobsters (1991),9602,1.0
6862,Out of Time (2003),64707,2.0
6863,School of Rock (2003),325064,66.0
6867,"Station Agent, The (2003)",72783,12.0
6868,Wonderland (2003),23109,7.0
6869,Bus 174 (Ônibus 174) (2002),8552,3.0
6870,Mystic River (2003),478778,52.0
6872,"House of the Dead, The (2003)",38365,4.0
6873,Intolerable Cruelty (2003),101028,20.0
6874,Kill Bill: Vol. 1 (2003),1174533,131.0
6879,Runaway Jury (2003),103508,17.0
6880,"Texas Chainsaw Massacre, The (2003)",150973,7.0
6881,Pieces of April (2003),21983,7.0
6882,Returner (Ritaanaa) (2002),11546,1.0
6883,Sylvia (2003),11198,1.0
6884,Veronica Guerin (2003),21677,2.0
6885,In the Cut (2003),26001,3.0
6886,Beyond Borders (2003),28945,1.0
6887,Radio (2003),43495,5.0
6888,Scary Movie 3 (2003),156496,20.0
6889,Brother Bear (2003),121505,2.0
6890,Elephant (2003),96284,9.0
6893,"Italian Job, The (1969)",49695,10.0
6898,Sweet Sixteen (2002),15685,3.0
6899,Alien from L.A. (1988),4292,1.0
6902,Interstate 60 (2002),36091,2.0
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",29934,2.0
6911,"Jolson Story, The (1946)",1747,1.0
6912,You'll Never Get Rich (1941),2820,1.0
6918,"Unvanquished, The (Aparajito) (1957)",15719,2.0
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",27628,3.0
6927,"Human Stain, The (2003)",32018,1.0
6932,Shattered Glass (2003),37287,7.0
6934,"Matrix Revolutions, The (2003)",537529,79.0
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",2615,1.0
6936,Elf (2003),308037,39.0
6938,Billabong Odyssey (2003),497,1.0
6939,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999),8320,1.0
6942,Love Actually (2003),526497,59.0
6944,Father of the Bride (1991),82950,13.0
6945,My Architect: A Son's Journey (2003),3308,2.0
6946,Looney Tunes: Back in Action (2003),39999,2.0
6947,Master and Commander: The Far Side of the World (2003),234995,36.0
6948,Tupac: Resurrection (2003),9768,1.0
6949,"Big Empty, The (2003)",4253,1.0
6950,"Missing, The (2003)",37876,3.0
6951,"Cat in the Hat, The (2003)",87208,5.0
6952,Gothika (2003),118063,9.0
6953,21 Grams (2003),244319,25.0
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",29907,3.0
6957,Bad Santa (2003),154188,26.0
6958,"Haunted Mansion, The (2003)",56277,10.0
6959,Timeline (2003),65379,3.0
6961,Damage (Fatale) (1992),20170,1.0
6962,OT: Our Town (2002),323,1.0
6963,Devil's Playground (2002),2692,2.0
6965,Journeys with George (2002),717,1.0
6966,Darkman (1990),68855,3.0
6967,Dead of Night (1945),13964,1.0
6969,"Dernier Combat, Le (Last Battle, The) (1983)",6474,1.0
6970,Desk Set (1957),9400,2.0
6971,Europa (Zentropa) (1991),22928,1.0
6973,Final Analysis (1992),15104,1.0
6974,"Freshman, The (1990)",21682,6.0
6975,Funny Games (1997),82313,5.0
6978,Slacker (1991),23186,4.0
6979,WarGames (1983),108989,21.0
6981,"Ordet (Word, The) (1955)",17132,2.0
6982,Forbidden Games (Jeux interdits) (1952),12954,1.0
6983,Jane Eyre (1944),9399,1.0
6984,"Tale of Two Cities, A (1935)",6187,1.0
6985,"Passion of Joan of Arc, The (Passion de Jeanne d'Arc, La) (1928)",59525,5.0
6986,Ben-Hur: A Tale of the Christ (1925),7897,1.0
6987,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",68987,7.0
6989,Gorky Park (1983),15596,4.0
6990,The Great Train Robbery (1978),19302,1.0
6992,Guarding Tess (1994),18944,2.0
6993,Hannah and Her Sisters (1986),75729,13.0
6994,"Hard Way, The (1991)",22021,2.0
6996,Highlander II: The Quickening (1991),47691,7.0
6997,Hoffa (1992),24532,2.0
6998,House of Cards (1993),2904,1.0
6999,Housesitter (1992),26544,2.0
7000,Hudson Hawk (1991),59597,4.0
7001,Invasion of the Body Snatchers (1978),68301,6.0
7004,Kindergarten Cop (1990),159943,17.0
7005,King Ralph (1991),16795,1.0
7007,"Last Boy Scout, The (1991)",110444,8.0
7008,Last Tango in Paris (Ultimo tango a Parigi) (1972),57527,5.0
7009,Lorenzo's Oil (1992),23816,3.0
7010,"Lover, The (Amant, L') (1992)",23176,3.0
7012,Mr. Destiny (1990),13147,1.0
7013,"Night of the Hunter, The (1955)",96023,7.0
7015,Only the Lonely (1991),12157,3.0
7016,Over the Top (1987),58495,3.0
7017,Passenger 57 (1992),50266,3.0
7018,Presumed Innocent (1990),45197,5.0
7019,Project X (1987),12742,2.0
7020,Proof (1991),7064,0.0
7022,Battle Royale (Batoru rowaiaru) (2000),192536,30.0
7023,"Wedding Banquet, The (Xi yan) (1993)",16891,1.0
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",64784,3.0
7025,"Midnight Clear, A (1992)",9632,2.0
7026,Summer School (1987),21774,4.0
7027,Silverado (1985),48338,5.0
7028,Quick Change (1990),21962,7.0
7030,Radio Flyer (1992),14061,2.0
7031,"Real McCoy, The (1993)",9542,1.0
7032,Revenge (1990),20243,1.0
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",36559,4.0
7034,Show Me Love (Fucking Åmål) (1998),54936,8.0
7036,Teen Wolf (1985),58771,7.0
7037,High Heels (Tacones lejanos) (1991),17208,1.0
7038,Things You Can Tell Just by Looking at Her (2000),7311,1.0
7040,To Live and Die in L.A. (1985),38443,1.0
7041,Trapped in Paradise (1994),16430,1.0
7044,Wild at Heart (1990),99532,5.0
7045,"Witches, The (1990)",54049,3.0
7046,"Witches of Eastwick, The (1987)",76260,11.0
7047,Year of the Dragon (1985),17305,1.0
7048,Nothing to Lose (1997),48800,4.0
7049,Flying Down to Rio (1933),3943,1.0
7050,Follow the Fleet (1936),4670,2.0
7051,"What's New, Pussycat (1965)",10925,2.0
7052,Mary of Scotland (1936),2772,1.0
7053,Roberta (1935),3606,1.0
7054,Little Women (1949),8144,2.0
7055,Swing Time (1936),14449,1.0
7056,"Public Enemy, The (1931)",22756,2.0
7057,"Midsummer Night's Dream, A (1935)",3837,1.0
7058,Life with Father (1947),6311,1.0
7059,National Velvet (1944),7890,2.0
7060,Jesus Christ Superstar (1973),29058,3.0
7061,Dark Victory (1939),12128,1.0
7062,Birdman of Alcatraz (1962),18947,1.0
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)",61264,8.0
7064,Beauty and the Beast (La belle et la bête) (1946),27810,6.0
7065,"Birth of a Nation, The (1915)",26057,1.0
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),14541,2.0
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)",14759,4.0
7070,Red River (1948),33815,1.0
7071,"Woman Under the Influence, A (1974)",28106,1.0
7072,Stagecoach (1939),52911,3.0
7073,"Shot in the Dark, A (1964)",30401,1.0
7074,"Navigator, The (1924)",10885,1.0
7075,"Court Jester, The (1956)",13754,1.0
7076,Bullitt (1968),74648,8.0
7078,Jezebel (1938),14765,3.0
7079,"Hunchback of Notre Dame, The (1939)",12091,2.0
7080,42nd Street (1933),12871,3.0
7082,That Touch of Mink (1962),10712,2.0
7083,Sweet Dreams (1985),5242,1.0
7084,"Play It Again, Sam (1972)",27749,4.0
7085,Send Me No Flowers (1964),7279,2.0
7086,Pygmalion (1938),9461,1.0
7087,"Passage to India, A (1984)",20219,2.0
7088,Black Orpheus (Orfeu Negro) (1959),12087,1.0
7089,Amarcord (1973),46235,2.0
7090,Hero (Ying xiong) (2002),186572,38.0
7091,Horse Feathers (1932),13261,2.0
7092,Anna Karenina (1935),5709,2.0
7093,"Front Page, The (1974)",14797,2.0
7096,Rivers and Tides (2001),2456,1.0
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),179524,23.0
7101,Doc Hollywood (1991),39923,6.0
7102,Dragnet (1987),37040,4.0
7103,Madhouse (1990),3583,1.0
7104,1941 (1979),35882,3.0
7107,Foul Play (1978),16706,2.0
7108,Crime Story (Zhong an zu) (1993),7318,2.0
7109,Beyond the Clouds (Al di là delle nuvole) (1996),6163,1.0
7114,"Collector, The (1965)",11721,1.0
7115,Deep Red (Profondo rosso) (1975),41932,5.0
7116,Diabolique (Les diaboliques) (1955),68753,4.0
7117,Leprechaun (1993),29740,5.0
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),5672,2.0
7121,Adam's Rib (1949),22681,4.0
7122,King of Hearts (1966),4284,1.0
7123,Naked Lunch (1991),55852,9.0
7124,Grass (1999),3618,3.0
7125,Spring Forward (1999),1496,1.0
7127,Run (1991),3098,1.0
7131,"Summer Place, A (1959)",3757,1.0
7132,"Night at the Opera, A (1935)",34411,9.0
7134,"Element of Crime, The (Forbrydelsens Element) (1984)",11136,1.0
7137,"Cooler, The (2003)",35282,10.0
7139,In America (2002),44067,7.0
7141,My Flesh and Blood (2003),1759,1.0
7142,Honey (2003),47109,3.0
7143,"Last Samurai, The (2003)",464656,62.0
7147,Big Fish (2003),455430,69.0
7149,Something's Gotta Give (2003),127591,17.0
7150,Stuck on You (2003),54789,10.0
7151,Girl with a Pearl Earring (2003),81981,12.0
7153,"Lord of the Rings: The Return of the King, The (2003)",1946871,185.0
7154,Mona Lisa Smile (2003),89270,10.0
7155,Calendar Girls (2003),27794,8.0
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",24834,13.0
7158,House of Sand and Fog (2003),71782,9.0
7160,Monster (2003),159832,17.0
7161,Cheaper by the Dozen (2003),107780,8.0
7162,Cold Mountain (2003),154708,12.0
7163,Paycheck (2003),112518,17.0
7164,Peter Pan (2003),79173,6.0
7165,"Company, The (2003)",6785,1.0
7167,Japanese Story (2003),6716,1.0
7169,Chasing Liberty (2004),40817,8.0
7171,Aileen: Life and Death of a Serial Killer (2003),6912,2.0
7173,Along Came Polly (2004),142476,24.0
7175,Torque (2004),29302,2.0
7176,Crimson Gold (Talaye sorgh) (2003),5244,1.0
7177,Osama (2003),9469,1.0
7178,"Great Gatsby, The (1974)",26378,1.0
7179,Wuthering Heights (1992),14202,1.0
7181,Ship of Fools (1965),6815,1.0
7184,This Property is Condemned (1966),6231,1.0
7190,Jane Eyre (1970),1161,1.0
7191,Blame It on the Bellboy (1992),2852,1.0
7192,Only the Strong (1993),6750,2.0
7193,"Adventures of Ford Fairlane, The (1990)",19045,2.0
7202,Beyond Re-Animator (2003),12877,1.0
7205,"Wind and the Lion, The (1975)",10005,1.0
7206,Mon Oncle (My Uncle) (1958),23932,3.0
7208,Dr. Jekyll and Mr. Hyde (1941),9738,2.0
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",19959,3.0
7211,People Will Talk (1951),6985,1.0
7212,I Was a Male War Bride (1949),9122,2.0
7215,To Have and Have Not (1944),37578,4.0
7216,High Sierra (1941),18951,3.0
7217,Dark Passage (1947),21637,1.0
7218,"Ox-Bow Incident, The (1943)",24659,1.0
7219,They Drive by Night (1940),8656,1.0
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),9232,2.0
7223,D.O.A. (1950),12902,1.0
7225,Pumping Iron (1977),24610,3.0
7228,Cool World (1992),24628,4.0
7234,"Strada, La (1954)",65972,6.0
7235,Ichi the Killer (Koroshiya 1) (2001),59387,6.0
7236,"Boy and His Dog, A (1975)",18909,3.0
7238,Ashes and Diamonds (Popiól i diament) (1958),13158,1.0
7243,Intolerance: Love's Struggle Throughout the Ages (1916),16544,1.0
7245,Tormented (1960),2884,1.0
7247,Chitty Chitty Bang Bang (1968),49963,11.0
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",1969,1.0
7251,Where the Day Takes You (1992),3859,1.0
7254,The Butterfly Effect (2004),515376,46.0
7255,Win a Date with Tad Hamilton! (2004),29264,8.0
7256,Touching the Void (2003),37705,8.0
7257,"Big Bounce, The (2004)",18704,4.0
7258,"Perfect Score, The (2004)",26080,4.0
7259,You Got Served (2004),28487,4.0
7260,Latter Days (2003),18437,1.0
7261,Barbershop 2: Back in Business (2004),15810,3.0
7262,Catch That Kid (2004),10897,1.0
7263,Miracle (2004),57982,10.0
7264,An Amazing Couple (2002),1114,1.0
7265,"Dreamers, The (2003)",129425,13.0
7266,"Lost Skeleton of Cadavra, The (2002)",5068,1.0
7282,"Hip Hop Witch, Da (2000)",1333,1.0
7285,Thirteen (2003),96181,9.0
7292,Best Defense (1984),6354,1.0
7293,50 First Dates (2004),376491,47.0
7294,Welcome to Mooseport (2004),13365,4.0
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),8602,3.0
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),11540,3.0
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),12529,3.0
7302,"Thief of Bagdad, The (1924)",6851,1.0
7303,The Diary of Anne Frank (1959),13474,4.0
7304,Allegro non troppo (1977),3167,1.0
7305,Black Widow (1987),10845,2.0
7306,"Herod's Law (Ley de Herodes, La) (2000)",6918,1.0
7307,Flesh & Blood (1985),19568,2.0
7308,King Solomon's Mines (1985),14722,1.0
7310,Raw Deal (1986),37082,3.0
7311,"Goodbye, Mr. Chips (1939)",11422,3.0
7312,"Follow Me, Boys! (1966)",2579,1.0
7315,Against the Ropes (2004),7394,2.0
7316,Confessions of a Teenage Drama Queen (2004),30936,4.0
7317,EuroTrip (2004),219996,15.0
7318,"Passion of the Christ, The (2004)",246647,13.0
7319,Club Dread (2004),31268,6.0
7320,Dirty Dancing: Havana Nights (2004),29257,5.0
7321,Twisted (2004),22883,2.0
7323,"Good bye, Lenin! (2003)",151498,23.0
7324,Hidalgo (2004),85012,11.0
7325,Starsky & Hutch (2004),153405,21.0
7326,"Reckoning, The (2004)",6340,1.0
7327,Persona (1966),128866,6.0
7328,"Passion of Anna, The (Passion, En) (1969)",10303,1.0
7333,"Corbeau, Le (Raven, The) (1943)",10740,2.0
7335,Pickup on South Street (1953),15913,1.0
7336,"Damned, The (La Caduta degli dei) (1969)",9780,1.0
7340,Just One of the Guys (1985),17428,4.0
7344,"Wrong Arm of the Law, The (1963)",2264,1.0
7345,Agent Cody Banks 2: Destination London (2004),15768,1.0
7346,"Girl Next Door, The (2004)",236828,20.0
7347,Secret Window (2004),207436,15.0
7348,Spartan (2004),32868,3.0
7349,Broken Wings (Knafayim Shvurot) (2002),2486,1.0
7352,Wilbur Wants to Kill Himself (2002),8038,2.0
7354,Mad Dog and Glory (1993),22567,3.0
7357,Peyton Place (1957),6512,1.0
7360,Dawn of the Dead (2004),268966,16.0
7361,Eternal Sunshine of the Spotless Mind (2004),1060819,131.0
7362,Taking Lives (2004),94467,4.0
7364,Intermission (2003),16414,1.0
7366,Jersey Girl (2004),68879,8.0
7367,"Ladykillers, The (2004)",108243,14.0
7368,Never Die Alone (2004),6078,1.0
7369,Scooby-Doo 2: Monsters Unleashed (2004),63859,4.0
7371,Dogville (2003),156846,20.0
7372,Ned Kelly (2003),27886,1.0
7373,Hellboy (2004),346037,41.0
7375,"Prince & Me, The (2004)",41195,7.0
7376,Walking Tall (2004),109325,6.0
7377,"United States of Leland, The (2003)",24120,1.0
7379,The Alamo (2004),22062,6.0
7380,Ella Enchanted (2004),73495,7.0
7381,"Whole Ten Yards, The (2004)",58298,7.0
7382,I'm Not Scared (Io non ho paura) (2003),15477,2.0
7386,"Ten Commandments, The (1956)",76045,4.0
7387,Dawn of the Dead (1978),127129,20.0
7390,Prey for Rock & Roll (2003),2049,1.0
7394,Those Magnificent Men in Their Flying Machines (1965),9137,1.0
7395,Cheaper by the Dozen (1950),5624,2.0
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),17146,7.0
7411,Munchies (1987),2041,1.0
7414,Going in Style (1979),3804,1.0
7419,After Hours (1985),78860,7.0
7438,Kill Bill: Vol. 2 (2004),793850,110.0
7439,"Punisher, The (2004)",168911,14.0
7440,Paper Clips (2004),1775,2.0
7443,This So-Called Disaster (2003),262,1.0
7444,13 Going on 30 (2004),211702,21.0
7445,Man on Fire (2004),384529,35.0
7448,Envy (2004),32093,4.0
7449,Godsend (2004),26308,2.0
7450,Laws of Attraction (2004),24375,4.0
7451,Mean Girls (2004),420824,39.0
7454,Van Helsing (2004),281344,24.0
7455,"Mudge Boy, The (2003)",4651,1.0
7457,Breakin' All the Rules (2004),6336,1.0
7458,Troy (2004),562718,48.0
7459,Carandiru (2003),21565,1.0
7460,Coffee and Cigarettes (2003),66830,6.0
7477,Eye See You (D-Tox) (2002),29139,1.0
7479,Watch on the Rhine (1943),4856,1.0
7481,Enemy Mine (1985),50730,4.0
7482,Enter the Dragon (1973),111724,13.0
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),33236,2.0
7487,Henry & June (1990),14041,1.0
7492,Martin (1977),12370,1.0
7493,"Three Faces of Eve, The (1957)",8568,2.0
7541,100 Girls (2000),23496,4.0
7560,Fail-Safe (1964),23913,1.0
7561,Paperhouse (1988),6217,1.0
7562,Dobermann (1997),18601,1.0
7564,Kwaidan (Kaidan) (1964),19593,2.0
7566,28 Up (1985),3059,3.0
7569,You Only Live Twice (1967),116167,12.0
7570,Octopussy (1983),111758,8.0
7572,Wit (2001),11300,1.0
7573,Never Say Never Again (1983),72226,8.0
7579,Pride and Prejudice (1940),9069,3.0
7581,"Fountainhead, The (1949)",10801,2.0
7584,Woman of the Year (1942),10849,2.0
7587,"Samouraï, Le (Godson, The) (1967)",55832,4.0
7614,Oklahoma! (1955),13819,2.0
7615,Desert Hearts (1985),7126,1.0
7616,Body Double (1984),37321,1.0
7618,Chaplin (1992),61413,2.0
7619,"Miracle Worker, The (1962)",20179,3.0
7620,Monster in a Box (1992),870,1.0
7624,School Ties (1992),27099,6.0
7636,Raising Cain (1992),17199,1.0
7646,Rose Red (2002),26713,2.0
7647,Noises Off... (1992),12093,2.0
7649,Babylon 5: In the Beginning (1998),8317,5.0
7650,"Witchfinder General (Conquerer Worm, The) (1968)",11970,3.0
7657,Versus (2000),13637,2.0
7669,Pride and Prejudice (1995),90859,9.0
7698,"China Syndrome, The (1979)",32484,5.0
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)",65402,5.0
7701,Look Who's Talking Too (1990),48488,7.0
7702,"Bells of St. Mary's, The (1945)",9226,1.0
7704,"Delta Force, The (1986)",21636,1.0
7705,Pat and Mike (1952),6088,2.0
7706,Animal Crackers (1930),15139,4.0
7707,"He Said, She Said (1991)",7276,1.0
7708,Bedazzled (1967),9718,1.0
7713,Cat People (1942),25562,1.0
7714,Camelot (1967),7357,1.0
7716,"Lonely Guy, The (1984)",7629,1.0
7720,"Four Musketeers, The (1974)",11566,4.0
7727,Protocol (1984),5227,1.0
7728,"Postman Always Rings Twice, The (1946)",22550,3.0
7730,Matinee (1993),12236,1.0
7742,Baxter (1989),2705,1.0
7743,Explorers (1985),23476,2.0
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",9736,1.0
7748,Pierrot le fou (1965),36473,4.0
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),15613,1.0
7753,Tuesdays with Morrie (1999),4847,2.0
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),12084,2.0
7757,Jason and the Argonauts (1963),30453,6.0
7762,"Tinker, Tailor, Soldier, Spy (1979)",9445,4.0
7766,Throne of Blood (Kumonosu jô) (1957),55162,4.0
7767,"Best of Youth, The (La meglio gioventù) (2003)",22993,2.0
7772,Undercurrent (1946),3357,1.0
7773,"Bang, Bang, You're Dead (2002)",13081,2.0
7781,Twister (1990),2239,1.0
7782,Sniper (1993),25258,2.0
7786,Genghis Blues (1999),1426,1.0
7789,"11'09""01 - September 11 (2002)",5890,2.0
7792,"Parallax View, The (1974)",21045,0.0
7802,"Warriors, The (1979)",109023,8.0
7810,Babylon 5: A Call to Arms (1999),5874,3.0
7811,Babylon 5: The River of Souls (1998),4948,1.0
7812,Babylon 5: Thirdspace (1998),5723,3.0
7815,True Stories (1986),7353,1.0
7820,"Virgin Spring, The (Jungfrukällan) (1960)",31222,2.0
7822,Mogambo (1953),8941,1.0
7826,"Secret Life of Walter Mitty, The (1947)",6748,1.0
7831,Another Thin Man (1939),8052,1.0
7832,"Thin Man Goes Home, The (1945)",6189,1.0
7833,Shadow of the Thin Man (1941),6789,1.0
7834,After the Thin Man (1936),11995,3.0
7835,Song of the Thin Man (1947),5668,1.0
7839,Love Crazy (1941),3335,1.0
7840,Gunga Din (1939),12697,3.0
7841,Children of Dune (2003),14564,2.0
7842,Dune (2000),23834,4.0
7843,Lammbock (2001),11788,1.0
7844,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",8224,2.0
7845,Tremors II: Aftershocks (1996),32292,5.0
7846,Tremors 3: Back to Perfection (2001),19013,3.0
7879,Notorious C.H.O. (2002),1002,1.0
7882,The Plague of the Zombies (1966),5535,1.0
7883,I Walked with a Zombie (1943),13487,2.0
7884,Highway 61 (1991),1473,2.0
7888,How to Succeed in Business Without Really Trying (1967),5078,2.0
7889,Pat Garrett and Billy the Kid (1973),20841,2.0
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",21218,1.0
7894,"Duck, You Sucker (1971)",36968,4.0
7895,Bring Me the Head of Alfredo Garcia (1974),21248,2.0
7896,Ride the High Country (1962),14638,1.0
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4773,1.0
7900,Frankenstein Must Be Destroyed (1969),5220,1.0
7916,Gidget (1959),3781,1.0
7920,Desperate Living (1977),5836,1.0
7924,Stray Dog (Nora inu) (1949),18605,1.0
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",41639,2.0
7926,High and Low (Tengoku to jigoku) (1963),51378,1.0
7930,"People Under the Stairs, The (1991)",39041,2.0
7932,Dark Days (2000),7114,3.0
7934,Zelig (1983),43728,7.0
7936,Shame (Skammen) (1968),14783,1.0
7937,"Silence, The (Tystnaden) (1963)",21090,2.0
7938,Winter Light (Nattvardsgästerna) (1963),26706,1.0
7939,Through a Glass Darkly (Såsom i en spegel) (1961),27029,1.0
7940,The Magician (1958),10776,1.0
7943,"Killers, The (1946)",23257,1.0
7944,"Night of the Iguana, The (1964)",12825,1.0
7951,Nightbreed (1990),25959,1.0
7976,Ken Park (2002),30638,1.0
7979,Monterey Pop (1968),4841,1.0
7980,"Bridge Too Far, A (1977)",60766,7.0
7981,Infernal Affairs (Mou gaan dou) (2002),129985,9.0
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",67406,4.0
7983,Broadway Danny Rose (1984),26672,5.0
7984,From Beyond (1986),29853,1.0
7986,Robot Jox (1990),7127,1.0
7987,Dolls (1987),12597,1.0
7988,Space Truckers (1996),8540,1.0
7991,Death Race 2000 (1975),30247,3.0
7993,"Bucket Of Blood, A (1959)",7646,1.0
8008,Brigadoon (1954),9182,3.0
8010,"Power of One, The (1992)",10575,1.0
8011,"Weather Underground, The (2002)",3742,4.0
8012,Kikujiro (Kikujirô no natsu) (1999),21880,3.0
8014,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",86142,10.0
8015,"Phantom Tollbooth, The (1970)",3492,1.0
8016,"Getaway, The (1972)",35232,2.0
8019,Dark Water (Honogurai mizu no soko kara) (2002),34541,1.0
8024,"Thing Called Love, The (1993)",8644,2.0
8025,The Thief (1997),5554,1.0
8033,How to Steal a Million (1966),29491,3.0
8035,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)",9073,2.0
8042,Mean Streets (1973),117734,7.0
8043,Jack the Bear (1993),4345,1.0
8044,I Am a Fugitive from a Chain Gang (1932),14252,3.0
8045,Hamburger Hill (1987),27550,1.0
8057,Sweet Bird of Youth (1962),8346,1.0
8092,Frankenstein Unbound (1990),4067,1.0
8093,Shiri (Swiri) (1999),8481,1.0
8094,Bad Day at Black Rock (1955),23825,1.0
8117,In China They Eat Dogs (I Kina spiser de hunde) (1999),22806,1.0
8118,Delta Force 2 (Delta Force 2: The Colombian Connection) (1990),8006,1.0
8119,Crossroads (1986),17386,3.0
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",5447,2.0
8125,Sunrise: A Song of Two Humans (1927),53319,1.0
8126,Shock Corridor (1963),12887,1.0
8128,Au revoir les enfants (1987),35734,5.0
8131,Pursuit of Happiness (2001),466,1.0
8132,Gladiator (1992),10151,9.0
8136,Indestructible Man (1956),3106,1.0
8137,"Wasp Woman, The (1959)",5349,1.0
8138,Attack of the Giant Leeches (1959),4788,2.0
8142,Dead or Alive: Hanzaisha (1999),8509,2.0
8143,Lola Montès (1955),5918,1.0
8147,Charly (1968),7204,1.0
8153,Lust for Life (1956),12363,1.0
8154,"Dolce Vita, La (1960)",77314,6.0
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),18371,5.0
8158,Rush (1991),9717,1.0
8167,Captain Blood (1935),15506,2.0
8169,*batteries not included (1987),37348,7.0
8183,Educating Rita (1983),14771,3.0
8188,Sansho the Bailiff (Sanshô dayû) (1954),17923,1.0
8189,Zazie dans le métro (1960),6666,1.0
8190,"Americanization of Emily, The (1964)",5591,1.0
8191,Anne of the Thousand Days (1969),8023,1.0
8195,"Avventura, L' (Adventure, The) (1960)",32192,2.0
8196,Beyond the Valley of the Dolls (1970),11895,1.0
8197,Hiroshima Mon Amour (1959),35285,1.0
8199,Ugetsu (Ugetsu monogatari) (1953),25381,2.0
8207,"Day of the Jackal, The (1973)",44133,6.0
8225,Night of the Living Dead (1990),45006,1.0
8228,"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",3304,17.0
8232,I Love You Again (1940),3768,1.0
8235,Safety Last! (1923),22492,2.0
8236,While the City Sleeps (1956),6991,1.0
8238,Little Murders (1971),3434,1.0
8239,Viridiana (1961),25839,1.0
8241,Masterminds (1997),3748,1.0
8253,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),32812,5.0
8254,Arizona Dream (1993),45287,6.0
8261,3 Women (Three Women) (1977),17006,3.0
8264,Grey Gardens (1975),15031,1.0
8266,Purple Rain (1984),23474,5.0
8268,Point of No Return (1993),29827,2.0
8270,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",10270,2.0
8275,College (1927),5389,1.0
8290,Mitchell (1975),4884,2.0
8293,Used People (1992),1652,1.0
8302,"Front Page, The (1931)",3350,1.0
8327,Dolls (2002),17241,2.0
8331,"Man Who Came to Dinner, The (1942)",8880,1.0
8335,Make Way for Tomorrow (1937),9344,1.0
8336,"Major and the Minor, The (1942)",7475,1.0
8337,"Caine Mutiny, The (1954)",29464,2.0
8338,Black Narcissus (1947),27162,1.0
8340,Escape from Alcatraz (1979),145230,7.0
8341,Oliver Twist (1948),13469,3.0
8360,Shrek 2 (2004),496914,92.0
